citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
63 FR 32109, 98-15888,32111,https://www.federalregister.gov/documents/1998/06/12/98-15888/blocking-property-of-the-governments-of-the-federal-republic-of-yugoslavia-serbia-and-montenegro-the,https://www.govinfo.gov/content/pkg/FR-1998-06-12/pdf/98-15888.pdf,Presidential Document,Executive Order,06/12/1998,1998-06-09,32109,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting New Investment in the Republic of Serbia in Response to the Situation in Kosovo","Amended by: EO 13121, April 30, 1999; EO 13192, January 17, 2001
See: Notice of May 25, 2000; Notice of May 24, 2001
Revoked by: EO 13304, May 28, 2003",13088
63 FR 30097, 98-14689,30097,https://www.federalregister.gov/documents/1998/06/02/98-14689/further-amendment-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14689.pdf,Presidential Document,Executive Order,06/02/1998,1998-05-28,30097,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in the Federal Government","Amends: EO 11478, August 8, 1969
See: Proc. 7316, June 2, 2000 (65 FR 36051)
Note: This Executive order expands equal employment policy in the Federal Government by prohibiting discrimination based on sexual orientation.",13087
63 FR 32701, 98-16161,32703,https://www.federalregister.gov/documents/1998/06/16/98-16161/coral-reef-protection,https://www.govinfo.gov/content/pkg/FR-1998-06-16/pdf/98-16161.pdf,Presidential Document,Executive Order,06/16/1998,1998-06-11,32701,Coral Reef Protection,"See: EO 13178, December 4, 2000",13089
63 FR 17309, 98-9599,17309,https://www.federalregister.gov/documents/1998/04/09/98-9599/waiver-under-the-trade-act-of-1974-with-respect-to-vietnam,https://www.govinfo.gov/content/pkg/FR-1998-04-09/pdf/98-9599.pdf,Presidential Document,Executive Order,04/09/1998,1998-04-07,17309,Waiver Under The Trade Act Of 1974 With Respect to Vietnam,"",13079
63 FR 13111, 98-7139,13113,https://www.federalregister.gov/documents/1998/03/18/98-7139/increasing-employment-of-adults-with-disabilities,https://www.govinfo.gov/content/pkg/FR-1998-03-18/pdf/98-7139.pdf,Presidential Document,Executive Order,03/18/1998,1998-03-13,13111,Increasing Employment of Adults With Disabilities,"Amended by: EO 13172, October 25, 2000; EO 13187, January 10, 2001; EO 13583, August 18, 2011",13078
63 FR 40357, 98-20450,40357,https://www.federalregister.gov/documents/1998/07/29/98-20450/american-heritage-rivers-amending-executive-order-13061-and-13080,https://www.govinfo.gov/content/pkg/FR-1998-07-29/pdf/98-20450.pdf,Presidential Document,Executive Order,07/29/1998,1998-07-27,40357,"American Heritage Rivers, Amending Executive Order 13061 and 13080","Amends: EO 13061, September 11, 1997; EO 13080, April 30, 1998",13093
63 FR 40167, 98-20315,40167,https://www.federalregister.gov/documents/1998/07/28/98-20315/presidents-information-technology-advisory-committee-amendments-to-executive-order-13035,https://www.govinfo.gov/content/pkg/FR-1998-07-28/pdf/98-20315.pdf,Presidential Document,Executive Order,07/28/1998,1998-07-24,40167,"President's Information Technology Advisory Committee, Amendments to Executive Order 13035","Amends: EO 13035, February 11, 1997
See: EO 13200, February 11, 2001; EO 13215, May 31, 2001",13092
63 FR 45661, 98-23258,45662,https://www.federalregister.gov/documents/1998/08/27/98-23258/presidents-council-on-food-safety,https://www.govinfo.gov/content/pkg/FR-1998-08-27/pdf/98-23258.pdf,Presidential Document,Executive Order,08/27/1998,1998-08-25,45661,President's Council on Food Safety,"Amended by: EO 13286, February 28, 2003",13100
61 FR 4205, 96-2407,4205,https://www.federalregister.gov/documents/1996/02/02/96-2407/amendment-to-executive-order-no-12964,https://www.govinfo.gov/content/pkg/FR-1996-02-02/pdf/96-2407.pdf,Presidential Document,Executive Order,02/02/1996,1996-01-31,4205,Amendment to Executive Order No. 12964,"Amends: EO 12964, June 21, 1995;;
 ;  See: EO 13032, December 26, 1996;;
 ;  Revoked by: EO 13062, September 29, 1997",12987
61 FR 13043, 96-7460,13045,https://www.federalregister.gov/documents/1996/03/26/96-7460/administrative-allegations-against-inspectors-general,https://www.govinfo.gov/content/pkg/FR-1996-03-26/pdf/96-7460.pdf,Presidential Document,Executive Order,03/26/1996,1996-03-21,13043,Administrative Allegations Against Inspectors General,"Superseded by: EO 13811, September 29, 2017",12993
61 FR 11287, 96-6803,11288,https://www.federalregister.gov/documents/1996/03/19/96-6803/presidents-council-on-counter-narcotics,https://www.govinfo.gov/content/pkg/FR-1996-03-19/pdf/96-6803.pdf,Presidential Document,Executive Order,03/19/1996,1996-03-15,11287,President's Council on Counter-Narcotics,"Amended by: EO 13023, November 6, 1996; EO 13284, January 23, 2003",12992
61 FR 13645, 96-7773,13645,https://www.federalregister.gov/documents/1996/03/28/96-7773/amendment-to-executive-order-no-12873,https://www.govinfo.gov/content/pkg/FR-1996-03-28/pdf/96-7773.pdf,Presidential Document,Executive Order,03/28/1996,1996-03-25,13645,Amendment to Executive Order No. 12873,"Amends: EO 12873, October 20, 1993",12995
60 FR 55171, 95-26944,55172,https://www.federalregister.gov/documents/1995/10/27/95-26944/agency-procurement-protests,https://www.govinfo.gov/content/pkg/FR-1995-10-27/pdf/95-26944.pdf,Presidential Document,Executive Order,10/27/1995,1995-10-25,55171,Agency Procurement Protests,"",12979
60 FR 48359, 95-23338,48359,https://www.federalregister.gov/documents/1995/09/18/95-23338/further-amendment-to-executive-order-no-12864,https://www.govinfo.gov/content/pkg/FR-1995-09-18/pdf/95-23338.pdf,Presidential Document,Executive Order,09/18/1995,1995-09-14,48359,Further Amendment to Executive Order No. 12864,"Amends: EO 12864, September 15, 1993;;
 ;  Revoked by: EO 13062, September 29, 1997",12970
60 FR 48617, 95-23423,48617,https://www.federalregister.gov/documents/1995/09/19/95-23423/amendment-to-executive-order-no-12425,https://www.govinfo.gov/content/pkg/FR-1995-09-19/pdf/95-23423.pdf,Presidential Document,Executive Order,09/19/1995,1995-09-15,48617,Amendment to Executive Order No. 12425,"Amends: EO 12425, June 6, 1983",12971
61 FR 17227, 96-9866,17229,https://www.federalregister.gov/documents/1996/04/19/96-9866/educational-technology-ensuring-opportunity-for-all-children-in-the-next-century,https://www.govinfo.gov/content/pkg/FR-1996-04-19/pdf/96-9866.pdf,Presidential Document,Executive Order,04/19/1996,1996-04-17,17227,Educational Technology: Ensuring Opportunity for All Children in the Next Century,"Supersedes: EO 12821, November 16, 1992",12999
61 FR 14949, 96-8520,14949,https://www.federalregister.gov/documents/1996/04/04/96-8520/korean-peninsula-energy-development-organization,https://www.govinfo.gov/content/pkg/FR-1996-04-04/pdf/96-8520.pdf,Presidential Document,Executive Order,04/04/1996,1996-04-01,14949,Korean Peninsula Energy Development Organization,"",12997
61 FR 18483, 96-10550,18484,https://www.federalregister.gov/documents/1996/04/26/96-10550/order-of-succession-of-officers-to-act-as-secretary-of-defense,https://www.govinfo.gov/content/pkg/FR-1996-04-26/pdf/96-10550.pdf,Presidential Document,Executive Order,04/26/1996,1996-04-24,18483,Order of Succession of Officers To Act as Secretary of Defense,"Revokes: EO 12787, December 31, 1991;;
 ;  Revoked by: EO 13394, December 22, 2005",13000
59 FR 13179, 94-6696,13179,https://www.federalregister.gov/documents/1994/03/21/94-6696/commission-for-environmental-cooperation-commission-for-labor-cooperation-border-environment,"",Presidential Document,Executive Order,03/21/1994,1994-03-16,13179,"Commission for Environmental Cooperation, Commission for Labor Cooperation, Border Environment Cooperation Commission, and North American Development Bank","",12904
59 FR 9061, 94-4472,9063,https://www.federalregister.gov/documents/1994/02/24/94-4472/educational-excellence-for-hispanic-americans,"",Presidential Document,Executive Order,02/24/1994,1994-02-22,9061,Educational Excellence for Hispanic Americans,"Revokes: EO 12729, September 24, 1990
Amended by: EO 12974, September 29, 1995; EO 13062, September 29, 1997; EO 13138, September 30, 1999; EO 13225, September 28, 2001
Revoked by: EO 13230, October 12, 2001",12900
59 FR 10727, 94-5434,10728,https://www.federalregister.gov/documents/1994/03/08/94-5434/identification-of-trade-expansion-priorities,"",Presidential Document,Executive Order,03/08/1994,1994-03-02,10727,Identification of Trade Expansion Priorities,"Amended by: EO 12973, September 27, 1995",12901
59 FR 11473, 94-5915,11473,https://www.federalregister.gov/documents/1994/03/11/94-5915/nuclear-cooperation-with-euratom,"",Presidential Document,Executive Order,03/11/1994,1994-03-09,11473,Nuclear Cooperation With EURATOM,"Supersedes: EO 12840, March 9, 1993
Superseded by: EO 12955, March 9, 1995",12903
59 FR 22949, 94-10794,22949,https://www.federalregister.gov/documents/1994/05/03/94-10794/amendment-to-executive-order-no-12878,"",Presidential Document,Executive Order,05/03/1994,1994-04-29,22949,Amendment to Executive Order No. 12878,"Amends: EO 12878, November 5, 1993
See EO 12974, September 29, 1995",12912
59 FR 23115, 94-10932,23115,https://www.federalregister.gov/documents/1994/05/04/94-10932/revocation-of-executive-order-no-12582,"",Presidential Document,Executive Order,05/04/1994,1994-05-02,23115,Revocation of Executive Order No. 12582,"Revokes: EO 12582, February 2, 1987",12913
59 FR 18291, 94-9419,18291,https://www.federalregister.gov/documents/1994/04/18/94-9419/amending-executive-order-no-12882,"",Presidential Document,Executive Order,04/18/1994,1994-04-14,18291,Amending Executive Order No. 12882,"Amends: EO 12882, November 23, 1993
Revoked by: EO 13226, September 30, 2001",12907
59 FR 25775, 94-12275,25777,https://www.federalregister.gov/documents/1994/05/18/94-12275/federal-implementation-of-the-north-american-agreement-on-environmental-cooperation,"",Presidential Document,Executive Order,05/18/1994,1994-05-13,25775,Federal Implementation of the North American Agreement on Environmental Cooperation,"Continued by: EO 13708, September 30, 2015",12915
59 FR 25779, 94-12284,25781,https://www.federalregister.gov/documents/1994/05/18/94-12284/implementation-of-the-border-environment-cooperation-commission-and-the-north-american-development,"",Presidential Document,Executive Order,05/18/1994,1994-05-13,25779,Implementation of the Border Environment Cooperation Commission and the North American Development Bank,"Amended by: EO 13380, June 17, 2005
Continued by: EO 13708, September 30, 2015",12916
59 FR 34551, 94-16403,34552,https://www.federalregister.gov/documents/1994/07/05/94-16403/continuation-of-export-control-regulations,"",Presidential Document,Executive Order,07/05/1994,1994-06-30,34551,Continuation of Export Control Regulations,"Revoked by: EO 12924, August 19, 1994
See: EO 12002, July 7, 1977; EO 12214, May 2, 1980; EO 12735, November 16, 1990; EO 12755, March 12, 1991; EO 12851, June 11, 1993",12923
59 FR 32645, 94-15498,32646,https://www.federalregister.gov/documents/1994/06/23/94-15498/blocking-property-of-certain-haitian-nationals,"",Presidential Document,Executive Order,06/23/1994,1994-06-21,32645,Blocking Property of Certain Haitian Nationals,"Revoked by: EO 12932, October 14, 1994;;
 ;  See: Notice, September 30, 1994; 59 FR 51066",12922
59 FR 26925, 94-12880,26926,https://www.federalregister.gov/documents/1994/05/24/94-12880/prohibiting-certain-transactions-with-respect-to-haiti,"",Presidential Document,Executive Order,05/24/1994,1994-05-21,26925,Prohibiting Certain Transactions With Respect to Haiti,"Revokes in part: EO 12779, October 28, 1991; EO 12853, June 30, 1993
Revoked by: EO 12932, October 14, 1994
See: EO 12920, June 10, 1994; 59 FR 51066
Amended by: Notice, September 30, 1994",12917
59 FR 47227, 94-22969,47228,https://www.federalregister.gov/documents/1994/09/14/94-22969/implementation-of-the-national-voter-registration-act-of-1993,"",Presidential Document,Executive Order,09/14/1994,1994-09-12,47227,Implementation of the National Voter Registration Act of 1993,"",12926
61 FR 25131, 96-12720,25133,https://www.federalregister.gov/documents/1996/05/17/96-12720/establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the,https://www.govinfo.gov/content/pkg/FR-1996-05-17/pdf/96-12720.pdf,Presidential Document,Executive Order,05/17/1996,1996-05-15,25131,"Establishing an Emergency Board To Investigate Disputes Between Certain Railroads Represented by the National Carriers' Conference Committee of the National Railway Labor Conference and Their Employees Represented by the Brotherhood of Maintenance of Way Employes Disputes exist between certain railroads represented by the National Carriers' Conference Committee of the National Railway Labor Conference, including Consolidated Rail Corporation (including the Clearfield Cluster), Burlington Northern Railroad Co., CSX Transportation Inc., Norfolk Southern Railway Co., Atchison, Topeka and Santa Fe Railway Co., Union Pacific Railroad, Chicago & North Western Railway Co., Kansas City Southern Railway Co., and their employees represented by the Brotherhood of Maintenance of Way Employes. The railroads involved in these disputes are designated on the attached list, which is made a part of this order.","",13003
60 FR 57819, 95-28630,57819,https://www.federalregister.gov/documents/1995/11/21/95-28630/further-amendment-to-executive-order-no-12852-as-amended,https://www.govinfo.gov/content/pkg/FR-1995-11-21/pdf/95-28630.pdf,Presidential Document,Executive Order,11/21/1995,1995-11-17,57819,"Further Amendment to Executive Order No. 12852, as Amended","Amends: EO 12852, June 29, 1993;;
 ;  Note: EO 12980 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.",12980
60 FR 66855, 95-31437,66855,https://www.federalregister.gov/documents/1995/12/27/95-31437/amendment-to-executive-order-no-12871,https://www.govinfo.gov/content/pkg/FR-1995-12-27/pdf/95-31437.pdf,Presidential Document,Executive Order,12/27/1995,1995-12-21,66855,Amendment to Executive Order No. 12871,"Amends: EO 12871, October 1, 1993;;
 ;  See: EO 13156, May 17, 2000; EO 13203, February 17, 2001",12983
61 FR 43937, 96-21996,43937,https://www.federalregister.gov/documents/1996/08/27/96-21996/white-house-commission-on-aviation-safety-and-security,https://www.govinfo.gov/content/pkg/FR-1996-08-27/pdf/96-21996.pdf,Presidential Document,Executive Order,08/27/1996,1996-08-22,43937,White House Commission on Aviation Safety and Security,"Revoked by: EO 13062, September 29, 1997",13015
59 FR 2935, 94-1531,2937,https://www.federalregister.gov/documents/1994/01/20/94-1531/advisory-committee-on-human-radiation-experiments,"",Presidential Document,Executive Order,01/20/1994,1994-01-15,2935,Advisory Committee on Human Radiation Experiments,"Revoked by: EO 13062, September 29, 1997",12891
59 FR 4233, 94-2261,4235,https://www.federalregister.gov/documents/1994/01/31/94-2261/principles-for-federal-infrastructure-investments,"",Presidential Document,Executive Order,01/31/1994,1994-01-26,4233,Principles for Federal Infrastructure Investments,"Revokes: EO 11063, November 20, 1962 (in part); EO 12259, December 31, 1980",12893
